image_id,has_defect,p_defect,max_confidence
57,0,0.0146,0.1622
58,1,0.8257,0.8530
59,1,0.4262,0.5730
6,1,0.8154,0.8432
60,1,0.1348,0.3591
61,1,0.7967,0.8261
62,1,0.2393,0.4480
63,1,0.9267,0.9811
64,0,0.0475,0.2459
65,1,0.2977,0.4897
66,1,0.6052,0.6851
67,1,0.2020,0.4191
68,1,0.5235,0.6334
69,1,0.5882,0.6741
7,1,0.9011,0.9405
70,1,0.7762,0.8085
71,0,0.0936,0.3140
72,1,0.2874,0.4826
73,1,0.7838,0.8149
74,1,0.9088,0.9518
75,1,0.7813,0.8128
76,1,0.6525,0.7164
77,1,0.6816,0.7365
78,1,0.5878,0.6739
79,1,0.3114,0.4990
8,1,0.5498,0.6498
80,1,0.1801,0.4008
81,1,0.5211,0.6319
82,0,0.0732,0.2872
83,1,0.2756,0.4743
84,0,0.0174,0.1726
85,1,0.9035,0.9439
86,1,0.4210,0.5697
87,1,0.7937,0.8235
88,1,0.4851,0.6095
89,1,0.5890,0.6747
9,1,0.6646,0.7247
90,1,0.4632,0.5960
91,1,0.4698,0.6000
92,1,0.4486,0.5869
93,1,0.3431,0.5200
94,1,0.3760,0.5413
95,1,0.2607,0.4637
96,0,0.0608,0.2687
97,1,0.7114,0.7578
98,1,0.5230,0.6330
99,1,0.8526,0.8807
