image_id,has_defect,p_defect,max_confidence
299,1,0.7405,0.7227
3,1,0.8729,0.8598
30,1,0.2395,0.3766
300,1,0.7225,0.7078
301,1,0.9353,0.9654
302,1,0.8029,0.7797
303,1,0.6506,0.6528
304,1,0.7457,0.7271
305,1,0.7404,0.7226
306,1,0.3823,0.4744
307,1,0.6387,0.6442
308,0,0.0259,0.1445
309,1,0.8369,0.8157
31,1,0.7909,0.7680
310,1,0.7760,0.7539
311,1,0.2690,0.3979
312,1,0.6823,0.6763
313,1,0.2301,0.3696
314,1,0.2640,0.3944
315,1,0.7720,0.7503
316,1,0.7663,0.7452
317,1,0.5829,0.6053
318,0,0.0394,0.1719
319,1,0.9296,0.9530
32,1,0.9102,0.9162
320,1,0.6587,0.6587
321,1,0.9190,0.9320
322,1,0.6202,0.6311
323,1,0.8827,0.8732
324,1,0.7714,0.7498
325,1,0.7460,0.7274
326,1,0.8735,0.8605
327,1,0.4000,0.4859
328,1,0.6587,0.6587
329,1,0.7689,0.7475
33,1,0.7686,0.7472
330,1,0.1502,0.3044
331,0,0.0634,0.2099
332,1,0.8227,0.8001
333,1,0.4506,0.5186
334,1,0.3004,0.4198
335,1,0.3800,0.4729
336,1,0.2394,0.3765
337,1,0.8466,0.8268
338,1,0.4909,0.5446
339,1,0.5108,0.5575
34,1,0.8399,0.8190
340,1,0.7015,0.6910
341,1,0.1694,0.3212
342,1,0.6298,0.6379
343,1,0.5752,0.6002
344,1,0.9078,0.9121
345,1,0.9102,0.9162
346,1,0.5451,0.5801
347,1,0.8145,0.7915
348,1,0.6554,0.6562
349,1,0.9198,0.9336
35,1,0.8106,0.7875
350,1,0.4389,0.5110
351,1,0.8746,0.8621
352,1,0.8418,0.8212
353,1,0.8304,0.8084
354,0,0.0222,0.1354
355,1,0.9057,0.9086
356,0,0.0346,0.1628
357,1,0.6632,0.6620
358,1,0.6115,0.6250
359,1,0.8661,0.8509
36,1,0.6354,0.6418
360,1,0.7735,0.7517
361,0,0.0693,0.2179
362,1,0.9097,0.9153
363,1,0.7797,0.7574
364,0,0.0653,0.2125
365,1,0.9195,0.9329
366,1,0.6965,0.6872
367,0,0.0166,0.1202
368,1,0.2088,0.3533
369,1,0.8314,0.8095
37,0,0.0321,0.1579
370,0,0.0001,0.0155
371,1,0.7582,0.7380
372,1,0.6544,0.6555
373,0,0.0806,0.2324
374,1,0.3585,0.4588
375,1,0.7328,0.7163
376,1,0.8896,0.8832
377,1,0.8313,0.8094
378,1,0.2309,0.3702
379,1,0.4014,0.4869
38,1,0.7189,0.7049
380,0,0.0614,0.2071
381,0,0.0188,0.1265
382,1,0.3714,0.4673
383,1,0.2719,0.4000
384,1,0.2448,0.3805
385,1,0.4927,0.5458
386,1,0.3913,0.4803
387,1,0.6264,0.6354
388,1,0.1663,0.3186
389,0,0.0017,0.0474
39,1,0.3364,0.4442
390,1,0.7393,0.7217
391,1,0.8324,0.8106
392,1,0.9340,0.9625
393,1,0.3551,0.4566
394,0,0.0046,0.0708
395,0,0.0144,0.1135
396,1,0.5050,0.5538
397,1,0.4079,0.4911
398,1,0.3062,0.4238
399,1,0.8439,0.8236
4,1,0.9294,0.9525
40,1,0.4963,0.5481
400,1,0.5749,0.5999
401,0,0.0204,0.1308
402,1,0.1444,0.2992
403,1,0.1396,0.2947
404,1,0.5638,0.5925
405,1,0.8266,0.8042
406,1,0.5794,0.6030
407,1,0.8506,0.8315
408,1,0.7327,0.7162
409,1,0.2001,0.3464
41,1,0.8893,0.8828
410,1,0.8305,0.8085
411,1,0.8277,0.8054
412,1,0.7738,0.7520
413,1,0.3395,0.4463
42,1,0.7476,0.7288
43,1,0.7280,0.7123
44,1,0.2049,0.3502
45,1,0.8349,0.8134
46,1,0.1283,0.2841
47,1,0.3198,0.4330
48,0,0.0001,0.0121
49,1,0.4530,0.5202
5,1,0.5001,0.5506
50,1,0.5422,0.5781
51,1,0.7796,0.7573
52,1,0.8762,0.8643
53,1,0.6994,0.6894
54,1,0.8167,0.7938
55,1,0.8420,0.8214
56,1,0.8406,0.8199
57,1,0.5995,0.6167
58,1,0.7234,0.7086
59,1,0.3042,0.4225
6,1,0.5856,0.6072
60,0,0.0509,0.1914
61,1,0.8896,0.8832
62,1,0.1101,0.2657
63,1,0.8804,0.8700
64,1,0.2029,0.3487
65,1,0.5016,0.5515
66,0,0.0041,0.0676
67,0,0.0918,0.2456
68,1,0.4916,0.5450
69,1,0.4160,0.4963
7,1,0.8510,0.8320
70,1,0.9107,0.9171
71,0,0.0797,0.2312
72,1,0.5129,0.5589
73,1,0.7491,0.7301
74,1,0.9428,0.9827
75,1,0.7530,0.7335
76,1,0.6809,0.6752
77,1,0.2761,0.4030
78,0,0.0042,0.0684
79,1,0.2780,0.4043
8,1,0.2939,0.4154
80,1,0.1184,0.2742
81,1,0.7312,0.7150
82,0,0.0568,0.2004
83,1,0.6378,0.6435
84,0,0.0441,0.1802
85,1,0.7723,0.7506
86,1,0.4352,0.5086
87,1,0.8306,0.8086
88,1,0.5918,0.6114
89,1,0.3983,0.4848
9,1,0.7913,0.7684
90,1,0.4245,0.5018
91,1,0.2792,0.4052
92,1,0.2133,0.3568
93,1,0.4478,0.5168
94,1,0.4068,0.4903
95,1,0.5152,0.5604
96,0,0.0094,0.0950
97,1,0.5844,0.6064
98,1,0.3756,0.4700
99,1,0.9233,0.9404
