image_id,has_defect,p_defect,max_confidence
268,0,0.0004,0.0554
269,1,0.7237,0.7606
27,1,0.3057,0.5042
270,1,0.7810,0.8030
271,1,0.7351,0.7686
272,1,0.1389,0.3768
273,1,0.6725,0.7262
274,1,0.5839,0.6712
275,1,0.7495,0.7791
276,1,0.1351,0.3732
277,1,0.8306,0.8450
278,1,0.1549,0.3917
279,1,0.8608,0.8744
28,1,0.2392,0.4588
280,1,0.2106,0.4376
281,1,0.7928,0.8124
282,1,0.7542,0.7826
283,1,0.4746,0.6068
284,1,0.6335,0.7015
285,1,0.8405,0.8542
286,1,0.4740,0.6064
287,1,0.2703,0.4806
288,0,0.0011,0.0754
289,1,0.1600,0.3962
29,1,0.5520,0.6522
290,1,0.2095,0.4368
291,1,0.8955,0.9141
292,0,0.0402,0.2471
293,0,0.0007,0.0667
294,1,0.4095,0.5684
295,1,0.9263,0.9580
296,1,0.7762,0.7993
297,1,0.8640,0.8778
298,1,0.7830,0.8046
299,1,0.8017,0.8197
3,1,0.8345,0.8486
30,1,0.1312,0.3694
300,1,0.4797,0.6097
301,1,0.9157,0.9415
302,1,0.7918,0.8116
303,1,0.8320,0.8463
304,1,0.8726,0.8871
305,1,0.7876,0.8083
306,1,0.2579,0.4721
307,1,0.6279,0.6980
308,0,0.0637,0.2882
309,1,0.6234,0.6952
31,1,0.8570,0.8706
310,1,0.8017,0.8197
311,0,0.0821,0.3142
312,1,0.7149,0.7545
313,1,0.5207,0.6337
314,1,0.7486,0.7784
315,1,0.8382,0.8521
316,1,0.8049,0.8224
317,1,0.6505,0.7122
318,0,0.0795,0.3107
319,1,0.9069,0.9290
32,1,0.8075,0.8247
320,1,0.4307,0.5809
321,1,0.9156,0.9415
322,0,0.0404,0.2474
323,1,0.8409,0.8546
324,1,0.7711,0.7953
325,1,0.6740,0.7272
326,1,0.8435,0.8572
327,1,0.2808,0.4877
328,1,0.6156,0.6904
329,1,0.6812,0.7319
33,1,0.4636,0.6003
330,1,0.6819,0.7324
331,0,0.0088,0.1497
332,1,0.6644,0.7210
333,1,0.1592,0.3955
334,1,0.4180,0.5734
335,1,0.6993,0.7439
336,0,0.0064,0.1348
337,1,0.7938,0.8132
338,0,0.0006,0.0630
339,1,0.1650,0.4005
34,1,0.8249,0.8398
340,1,0.4415,0.5873
341,0,0.0898,0.3239
342,1,0.6503,0.7120
343,1,0.3034,0.5027
344,1,0.9081,0.9307
345,1,0.9419,0.9857
346,1,0.7817,0.8036
347,1,0.8784,0.8936
348,1,0.5181,0.6322
349,1,0.7825,0.8042
35,1,0.7688,0.7935
350,0,0.0443,0.2551
351,1,0.8463,0.8599
352,1,0.8284,0.8430
353,1,0.7795,0.8018
354,1,0.2378,0.4578
355,1,0.8612,0.8749
356,1,0.5568,0.6550
357,1,0.8369,0.8508
358,1,0.4331,0.5824
359,1,0.8414,0.8551
36,1,0.5326,0.6408
360,1,0.5092,0.6270
361,1,0.2373,0.4575
362,1,0.7452,0.7760
363,1,0.7666,0.7918
364,0,0.0003,0.0503
365,1,0.9181,0.9452
366,1,0.7617,0.7881
367,1,0.1516,0.3887
368,1,0.1482,0.3855
369,1,0.9011,0.9213
37,0,0.0806,0.3122
370,0,0.0000,0.0234
371,1,0.6471,0.7100
372,1,0.2688,0.4795
373,0,0.0000,0.0241
374,1,0.1706,0.4054
375,1,0.5897,0.6747
376,1,0.8789,0.8941
377,1,0.8117,0.8283
378,0,0.0585,0.2800
379,1,0.5909,0.6754
38,1,0.8596,0.8732
380,1,0.5109,0.6280
381,1,0.1970,0.4271
382,1,0.5034,0.6236
383,1,0.3658,0.5420
384,1,0.6027,0.6826
385,1,0.6042,0.6835
386,1,0.3340,0.5223
387,0,0.0845,0.3172
388,1,0.1372,0.3751
389,0,0.0292,0.2223
39,1,0.6679,0.7233
390,1,0.7312,0.7659
391,1,0.8164,0.8323
392,1,0.9139,0.9389
393,1,0.7964,0.8154
394,0,0.0028,0.1023
395,0,0.0106,0.1589
396,1,0.5152,0.6306
397,1,0.6421,0.7068
398,1,0.3042,0.5032
399,1,0.9392,0.9805
4,1,0.9156,0.9415
40,1,0.5780,0.6677
400,1,0.7671,0.7923
401,0,0.0580,0.2793
402,1,0.1628,0.3986
403,1,0.7662,0.7915
404,1,0.3884,0.5557
405,1,0.7139,0.7538
406,0,0.0873,0.3208
407,1,0.7757,0.7989
408,1,0.8314,0.8458
409,1,0.2689,0.4797
41,1,0.7268,0.7628
410,1,0.8438,0.8575
411,1,0.6905,0.7380
412,1,0.6696,0.7243
413,1,0.1671,0.4023
42,1,0.8669,0.8808
43,1,0.7886,0.8091
44,1,0.1612,0.3972
45,1,0.8424,0.8561
46,1,0.3921,0.5579
47,1,0.8107,0.8274
48,0,0.0000,0.0126
49,1,0.5809,0.6694
5,1,0.5350,0.6422
50,1,0.5998,0.6808
51,1,0.6197,0.6929
52,1,0.8001,0.8185
53,1,0.7030,0.7464
54,1,0.7898,0.8100
55,1,0.8964,0.9153
56,1,0.4887,0.6150
57,0,0.0914,0.3259
58,1,0.8516,0.8651
59,1,0.4957,0.6191
6,1,0.7858,0.8068
60,0,0.0060,0.1318
61,1,0.8789,0.8942
62,1,0.1864,0.4186
63,1,0.9386,0.9795
64,1,0.2356,0.4562
65,1,0.5464,0.6489
66,1,0.3664,0.5424
67,1,0.1249,0.3630
68,1,0.1773,0.4110
69,1,0.7356,0.7690
7,1,0.8890,0.9061
70,1,0.8559,0.8694
71,0,0.0117,0.1645
72,1,0.1386,0.3765
73,1,0.6177,0.6917
74,1,0.8736,0.8882
75,1,0.8644,0.8783
76,1,0.5370,0.6433
77,1,0.4789,0.6093
78,0,0.0020,0.0923
79,1,0.3823,0.5520
8,1,0.3587,0.5376
80,1,0.4756,0.6073
81,1,0.4613,0.5990
82,1,0.1334,0.3715
83,1,0.3496,0.5320
84,0,0.0024,0.0976
85,1,0.8945,0.9128
86,1,0.7626,0.7888
87,1,0.8140,0.8303
88,1,0.5921,0.6761
89,1,0.5633,0.6589
9,1,0.1652,0.4007
90,1,0.3589,0.5377
91,1,0.7268,0.7628
92,1,0.3590,0.5378
93,1,0.6151,0.6901
94,1,0.6177,0.6917
95,1,0.7159,0.7552
96,0,0.0251,0.2114
97,1,0.6039,0.6833
98,1,0.4529,0.5940
99,1,0.8617,0.8754
