image_id,has_defect,p_defect,max_confidence
340,1,0.5505,0.6654
341,1,0.5101,0.6403
342,1,0.7344,0.7892
343,1,0.3310,0.5275
344,1,0.8155,0.8566
345,1,0.8805,0.9254
346,1,0.7383,0.7922
347,1,0.8844,0.9302
348,1,0.7672,0.8149
349,1,0.7662,0.8141
35,1,0.7191,0.7778
350,1,0.1400,0.3789
351,1,0.8749,0.9185
352,1,0.8365,0.8768
353,1,0.7011,0.7647
354,0,0.0229,0.2013
355,1,0.8426,0.8830
356,1,0.7544,0.8046
357,1,0.8249,0.8654
358,1,0.5272,0.6509
359,1,0.7335,0.7885
36,1,0.6052,0.7000
360,1,0.5725,0.6792
361,1,0.1806,0.4163
362,1,0.8212,0.8619
363,1,0.6670,0.7409
364,0,0.0003,0.0447
365,1,0.8605,0.9019
366,1,0.8487,0.8893
367,0,0.0085,0.1440
368,1,0.4172,0.5828
369,1,0.7091,0.7705
37,0,0.0146,0.1725
370,0,0.0000,0.0109
371,1,0.5921,0.6916
372,0,0.0235,0.2031
373,0,0.0019,0.0868
374,1,0.1189,0.3572
375,1,0.5260,0.6501
376,1,0.8439,0.8843
377,1,0.7490,0.8004
378,0,0.0000,0.0181
379,1,0.6617,0.7373
38,1,0.8391,0.8794
380,0,0.0046,0.1172
381,1,0.3667,0.5508
382,1,0.2164,0.4457
383,1,0.5101,0.6403
384,1,0.7722,0.8189
385,1,0.7578,0.8073
386,1,0.4513,0.6040
387,1,0.3218,0.5214
388,1,0.3583,0.5454
389,1,0.2307,0.4567
39,1,0.8285,0.8689
390,1,0.7364,0.7907
391,1,0.6272,0.7143
392,1,0.9136,0.9708
393,1,0.6717,0.7441
394,0,0.0035,0.1066
395,0,0.0742,0.3021
396,1,0.5910,0.6909
397,1,0.7343,0.7891
398,1,0.7444,0.7969
399,1,0.8371,0.8773
4,1,0.8486,0.8891
40,1,0.5301,0.6527
400,1,0.6955,0.7607
401,0,0.0904,0.3239
402,1,0.1017,0.3378
403,1,0.8228,0.8634
404,1,0.6640,0.7389
405,1,0.7466,0.7985
406,1,0.4610,0.6100
407,1,0.8298,0.8701
408,1,0.7358,0.7902
409,1,0.1342,0.3732
41,1,0.6967,0.7616
410,1,0.7679,0.8154
411,1,0.8115,0.8529
412,1,0.6170,0.7076
413,0,0.0039,0.1104
42,1,0.8532,0.8941
43,1,0.8247,0.8652
44,0,0.0057,0.1259
45,1,0.8086,0.8503
46,1,0.5462,0.6627
47,1,0.6652,0.7397
48,0,0.0000,0.0170
49,1,0.5212,0.6472
5,1,0.6892,0.7563
50,1,0.5433,0.6609
51,1,0.5668,0.6756
52,1,0.8707,0.9136
53,1,0.4027,0.5737
54,1,0.7694,0.8166
55,1,0.8079,0.8496
56,1,0.5388,0.6581
57,1,0.5101,0.6403
58,1,0.6992,0.7634
59,1,0.4103,0.5785
6,1,0.8597,0.9012
60,1,0.1604,0.3983
61,1,0.8439,0.8843
62,0,0.0124,0.1634
63,1,0.9159,0.9743
64,0,0.0132,0.1670
65,1,0.6372,0.7209
66,0,0.0656,0.2893
67,1,0.1551,0.3934
68,0,0.0094,0.1490
69,1,0.5106,0.6406
7,1,0.8785,0.9229
70,1,0.7454,0.7976
71,0,0.0038,0.1093
72,1,0.2563,0.4758
73,1,0.7252,0.7823
74,1,0.8758,0.9196
75,1,0.7387,0.7924
76,1,0.5443,0.6615
77,1,0.4738,0.6179
78,1,0.4053,0.5754
79,0,0.0312,0.2238
8,1,0.6699,0.7429
80,1,0.4503,0.6034
81,1,0.5171,0.6446
82,1,0.1123,0.3499
83,1,0.8162,0.8572
84,0,0.0426,0.2491
85,1,0.8641,0.9060
86,1,0.6724,0.7446
87,1,0.8081,0.8498
88,1,0.4189,0.5839
89,1,0.5139,0.6426
9,1,0.7870,0.8313
90,1,0.5688,0.6768
91,1,0.7432,0.7959
92,1,0.5930,0.6922
93,1,0.3602,0.5466
94,1,0.3269,0.5249
95,1,0.5647,0.6743
96,0,0.0000,0.0191
97,1,0.7648,0.8129
98,1,0.7230,0.7807
99,1,0.8103,0.8518
