image_id,has_defect,p_defect,max_confidence
244,0,0.0037,0.1060
245,1,0.8795,0.8958
246,1,0.7196,0.7548
247,0,0.0000,0.0247
248,1,0.5943,0.6725
249,1,0.6152,0.6855
25,1,0.5303,0.6336
250,0,0.0818,0.3043
251,1,0.6146,0.6851
252,1,0.5941,0.6724
253,1,0.3590,0.5302
254,1,0.5713,0.6584
255,1,0.7279,0.7607
256,1,0.8874,0.9053
257,1,0.6977,0.7395
258,1,0.8376,0.8511
259,1,0.6764,0.7250
26,1,0.8233,0.8376
260,1,0.8793,0.8955
261,1,0.4017,0.5565
262,1,0.7884,0.8072
263,1,0.6924,0.7358
264,1,0.8608,0.8748
265,1,0.4096,0.5613
266,1,0.3363,0.5158
267,1,0.4083,0.5605
268,0,0.0056,0.1222
269,1,0.7164,0.7525
27,1,0.1751,0.4000
270,1,0.8564,0.8701
271,1,0.8022,0.8189
272,1,0.1060,0.3335
273,1,0.7874,0.8064
274,1,0.7284,0.7611
275,1,0.8759,0.8915
276,0,0.0452,0.2476
277,1,0.8176,0.8325
278,1,0.3135,0.5011
279,1,0.8727,0.8879
28,1,0.1609,0.3877
280,1,0.8390,0.8525
281,1,0.8225,0.8369
282,1,0.6356,0.6984
283,1,0.4768,0.6016
284,1,0.6673,0.7190
285,1,0.7890,0.8078
286,1,0.4966,0.6134
287,1,0.5425,0.6409
288,1,0.4113,0.5623
289,1,0.1145,0.3428
29,1,0.5010,0.6161
290,1,0.2451,0.4544
291,1,0.8807,0.8972
292,0,0.0312,0.2182
293,0,0.0376,0.2326
294,1,0.3250,0.5086
295,1,0.5213,0.6282
296,1,0.8280,0.8420
297,1,0.8717,0.8867
298,1,0.8384,0.8519
299,1,0.7079,0.7465
3,1,0.8505,0.8640
30,1,0.5000,0.6155
300,1,0.5274,0.6318
301,1,0.9127,0.9395
302,1,0.8366,0.8502
303,1,0.8278,0.8418
304,1,0.8657,0.8801
305,1,0.7958,0.8135
306,1,0.4618,0.5927
307,1,0.7078,0.7464
308,0,0.0116,0.1559
309,1,0.6493,0.7072
31,1,0.8218,0.8362
310,1,0.7826,0.8025
311,1,0.4150,0.5645
312,1,0.4048,0.5584
313,1,0.6821,0.7288
314,1,0.8014,0.8182
315,1,0.8007,0.8176
316,1,0.8058,0.8220
317,1,0.6306,0.6952
318,0,0.0021,0.0872
319,1,0.9115,0.9378
32,1,0.8364,0.8500
320,1,0.5158,0.6249
321,1,0.9271,0.9623
322,0,0.0396,0.2367
323,1,0.9025,0.9249
324,1,0.7602,0.7848
325,1,0.5503,0.6457
326,1,0.7575,0.7828
327,1,0.2367,0.4483
328,1,0.7865,0.8057
329,1,0.8304,0.8442
33,1,0.7441,0.7726
330,1,0.4298,0.5735
331,0,0.0472,0.2514
332,1,0.7939,0.8119
333,0,0.0441,0.2455
334,1,0.4280,0.5724
335,1,0.5045,0.6181
336,0,0.0762,0.2969
337,1,0.7578,0.7829
338,0,0.0498,0.2561
339,0,0.0341,0.2249
34,1,0.7929,0.8110
340,1,0.1220,0.3506
341,1,0.5081,0.6203
342,1,0.7197,0.7549
343,1,0.3294,0.5114
344,1,0.8233,0.8376
345,1,0.9353,0.9768
346,1,0.6929,0.7362
347,1,0.9094,0.9346
348,1,0.7401,0.7696
349,1,0.8347,0.8484
35,1,0.6231,0.6905
350,1,0.2303,0.4436
351,1,0.8414,0.8548
352,1,0.8672,0.8817
353,1,0.6601,0.7142
354,0,0.0345,0.2257
355,1,0.8935,0.9130
356,1,0.7702,0.7926
357,1,0.8174,0.8323
358,1,0.4052,0.5586
359,1,0.8771,0.8929
36,1,0.6254,0.6919
360,1,0.4795,0.6033
361,0,0.0799,0.3019
362,1,0.8594,0.8733
363,1,0.7667,0.7898
364,0,0.0180,0.1808
365,1,0.8910,0.9099
366,1,0.7775,0.7984
367,1,0.2123,0.4300
368,1,0.3904,0.5496
369,1,0.7226,0.7569
37,0,0.0024,0.0916
370,0,0.0000,0.0000
371,1,0.3839,0.5456
372,0,0.0193,0.1853
373,0,0.0226,0.1954
374,1,0.2398,0.4505
375,1,0.5371,0.6377
376,1,0.8457,0.8591
377,1,0.7446,0.7730
378,1,0.1366,0.3653
379,1,0.6609,0.7148
38,1,0.8440,0.8574
380,0,0.0003,0.0469
381,0,0.0123,0.1590
382,0,0.0266,0.2066
383,0,0.0561,0.2669
384,1,0.4606,0.5920
385,1,0.5470,0.6437
386,1,0.6277,0.6934
387,1,0.5860,0.6674
388,1,0.2145,0.4318
389,0,0.0086,0.1408
39,1,0.6724,0.7224
390,1,0.8011,0.8180
391,1,0.6828,0.7293
392,1,0.9193,0.9495
393,1,0.6600,0.7142
394,0,0.0127,0.1606
395,1,0.3076,0.4972
396,1,0.6842,0.7303
397,1,0.6175,0.6869
398,1,0.6035,0.6782
399,1,0.8776,0.8936
4,1,0.8712,0.8862
40,1,0.7002,0.7412
400,1,0.7843,0.8039
401,0,0.0437,0.2449
402,1,0.1160,0.3444
403,1,0.6642,0.7170
404,1,0.3513,0.5253
405,1,0.7385,0.7684
406,1,0.5401,0.6395
407,1,0.8361,0.8496
408,1,0.6293,0.6944
409,0,0.0053,0.1197
41,1,0.7331,0.7645
410,1,0.7471,0.7748
411,1,0.7293,0.7617
412,1,0.8509,0.8644
413,0,0.0159,0.1734
42,1,0.8351,0.8487
43,1,0.7586,0.7836
44,1,0.2119,0.4297
45,1,0.8052,0.8215
46,1,0.4370,0.5778
47,1,0.3620,0.5320
48,0,0.0002,0.0379
49,1,0.6631,0.7162
5,1,0.5184,0.6265
50,1,0.5724,0.6590
51,1,0.7004,0.7413
52,1,0.9059,0.9297
53,1,0.2300,0.4434
54,1,0.8686,0.8832
55,1,0.7613,0.7856
56,1,0.6554,0.7112
57,0,0.0081,0.1381
58,1,0.7637,0.7875
59,1,0.4183,0.5666
6,1,0.8545,0.8681
60,0,0.0692,0.2871
61,1,0.8457,0.8591
62,0,0.0043,0.1117
63,1,0.9146,0.9424
64,0,0.0001,0.0303
65,1,0.6822,0.7289
66,1,0.5798,0.6636
67,1,0.2729,0.4739
68,1,0.6847,0.7306
69,1,0.5356,0.6368
7,1,0.9089,0.9340
70,1,0.7420,0.7710
71,0,0.0245,0.2009
72,1,0.4372,0.5780
73,1,0.6755,0.7244
74,1,0.9141,0.9416
75,1,0.5899,0.6698
76,1,0.6357,0.6985
77,1,0.4934,0.6115
78,1,0.4386,0.5788
79,0,0.0474,0.2517
8,1,0.4018,0.5565
80,1,0.1194,0.3479
81,1,0.4734,0.5996
82,0,0.0013,0.0737
83,1,0.4421,0.5809
84,1,0.2451,0.4544
85,1,0.8511,0.8646
86,1,0.7069,0.7458
87,1,0.8499,0.8634
88,1,0.6854,0.7310
89,1,0.7023,0.7426
9,1,0.4415,0.5805
90,1,0.3456,0.5217
91,1,0.3463,0.5222
92,1,0.2767,0.4766
93,1,0.4411,0.5803
94,1,0.2243,0.4391
95,1,0.4334,0.5757
96,0,0.0061,0.1255
97,1,0.7446,0.7729
98,1,0.5297,0.6333
99,1,0.8569,0.8706
